# z mu_apparent dmu
0.922224 24.685618 0.223515
0.893197 24.721872 0.197154
0.428656 23.023709 0.087726
0.631894 23.249631 0.157203
0.699973 23.940953 0.204790
0.736021 24.124391 0.204887
0.575835 23.585739 0.100831
0.418644 22.741559 0.067264
0.511757 23.455467 0.081431
0.535782 23.323529 0.094061
0.641905 23.800546 0.110336
0.735009 24.165893 0.144833
0.351571 22.470507 0.063497
0.609872 23.713635 0.116684
0.349567 22.428441 0.077311
0.701982 24.014655 0.128629
0.355271 22.600021 0.070235
0.983295 25.017422 0.223154
0.872166 25.032557 0.265033
0.759044 24.226098 0.127935
0.926235 24.642447 0.201003
0.643641 23.935734 0.144075
0.419568 22.831570 0.074707
0.515587 23.402659 0.151956
0.890728 24.815802 0.210486
0.805695 24.440753 0.163499
0.480567 22.991310 0.063709
0.800696 23.765040 0.183319
0.580603 23.630943 0.156540
0.715651 23.968035 0.167367
0.805694 23.985851 0.178545
0.766683 24.357436 0.186734
0.664637 24.035455 0.113025
0.901735 24.871224 0.181445
0.745664 24.219775 0.125448
0.718679 24.000624 0.120616
0.736689 24.208957 0.113297
0.579599 23.501362 0.073110
0.370530 22.308942 0.052671
0.960739 25.055092 0.179619
0.850728 24.733915 0.139421
0.648639 23.783207 0.114709
0.219461 21.132565 0.042754
0.936754 24.690982 0.187397
0.647639 23.833211 0.112024
0.461563 22.969041 0.059592
0.600602 23.523476 0.122783
0.670653 23.983438 0.145009
0.760697 23.965350 0.129177
0.246492 21.327252 0.057743
0.470572 22.961195 0.094643
0.169454 20.465615 0.071942
0.497371 23.135443 0.085045
0.638225 23.611127 0.141407
0.507363 23.139768 0.080717
0.535318 23.465884 0.072249
0.587276 23.628464 0.103264
0.773072 24.537708 0.182501
0.699156 23.907288 0.146893
0.370504 22.488924 0.050500
0.761079 24.290740 0.146485
0.699159 23.920199 0.136894
0.788051 24.340966 0.130584
0.373505 22.435887 0.058887
0.405470 22.789689 0.056885
0.852984 24.467459 0.172011
0.808038 24.809255 0.182945
0.603263 23.702551 0.117120
0.583281 23.885556 0.095133
0.534327 23.148150 0.080738
0.720130 24.088624 0.175055
0.400477 22.465238 0.059222
0.836994 24.604877 0.151656
0.371501 22.463029 0.053921
0.806031 24.268603 0.212158
0.839995 24.141783 0.175953
0.500739 23.305415 0.098185
0.533778 23.116699 0.136853
0.932244 24.642819 0.317822
0.822117 24.404185 0.226780
0.553809 23.427649 0.098910
0.125307 19.771597 0.048025
0.842137 24.665267 0.251240
0.443679 22.693866 0.103230
0.727674 23.929215 0.187046
0.683658 24.072890 0.256552
0.442547 22.874317 0.065073
0.726678 24.184678 0.162133
0.282510 21.890219 0.046097
0.404548 22.692689 0.053888
0.519610 23.423202 0.070395
0.690651 23.823564 0.157962
1.060800 24.860732 0.250896
0.576611 23.452211 0.091746
0.268488 21.509611 0.044394
0.720680 24.046928 0.172456
0.250498 21.339038 0.047751
0.698157 24.141466 0.192048
0.550307 23.489881 0.083103
0.730119 23.836161 0.156091
0.847975 24.906515 0.232665
0.997815 24.963264 0.196676
0.435438 22.574332 0.055718
0.409462 22.742335 0.057174
0.301582 22.045669 0.043573
1.713000 26.642629 0.236492
1.012347 25.004827 0.240677
1.313101 25.815583 0.162456
0.820347 25.124417 0.239710
1.189611 24.973037 0.237493
1.094415 25.057745 0.308329
0.982285 24.832408 0.247633
1.111211 25.739084 0.494259
1.351348 25.516705 0.189942
0.851032 24.739905 0.232351
1.232244 24.809489 0.434012
1.416322 25.190918 0.391871
1.210206 25.624097 0.577592
1.048183 25.460286 0.363554
0.621338 23.606889 0.244644
0.455000 23.151087 0.167377
0.816000 24.721844 0.544613
1.057000 25.228930 0.222931
0.950000 24.559966 0.287298
0.477000 22.907665 0.094996
0.022739 16.053759 0.074915
0.015366 15.644816 0.096774
0.016465 14.540464 0.068490
0.015248 14.479966 0.067221
0.015602 15.458525 0.068546
0.015149 15.106097 0.082982
0.031059 16.432909 0.051603
0.030381 16.594610 0.061032
0.025429 16.577123 0.070773
0.109480 19.499924 0.077536
0.016714 15.637319 0.066324
0.032320 16.533718 0.058143
0.118783 19.088386 0.050932
0.019147 15.566518 0.069491
0.045161 17.198966 0.084425
0.055314 17.756024 0.060555
0.058474 17.895252 0.065490
0.061426 18.005423 0.070815
0.070253 18.166636 0.061613
0.033618 16.554781 0.060139
0.043543 17.656521 0.065551
0.020548 15.390287 0.076059
0.033280 16.108888 0.055561
0.018338 14.812188 0.079010
0.043282 17.516812 0.054949
0.041319 17.146603 0.055064
0.029910 16.736654 0.103282
0.035911 16.780119 0.070840
0.019925 15.493522 0.069667
0.016275 15.261444 0.066560
0.010900 14.394760 0.061051
0.010871 14.208448 0.067781
0.015613 15.514793 0.071326
0.022287 15.876433 0.056933
0.015439 15.061274 0.060503
0.026491 16.563658 0.063860
0.020141 15.491084 0.064176
0.027159 16.731809 0.059876
0.034568 16.781074 0.050911
0.024017 16.072735 0.062595
0.016949 14.689950 0.079932
0.017008 15.404698 0.076526
0.050598 17.034162 0.047841
0.027553 16.446899 0.059092
0.024989 16.134438 0.072996
0.042935 17.524959 0.059787
0.016817 15.554426 0.062948
0.041109 17.216801 0.056710
0.057523 16.883036 0.079079
0.014096 14.882057 0.071761
0.015809 14.962126 0.087490
0.031272 16.401670 0.067645
0.011167 14.074894 0.063494
0.013715 15.098817 0.086663
0.025970 16.227968 0.060519
0.026550 16.346517 0.064036
0.014047 14.759969 0.062989
0.015899 15.491924 0.065596
0.017467 15.433886 0.081478
0.036872 17.487113 0.055315
0.033004 16.452631 0.065550
0.065641 18.295352 0.047011
0.094169 19.213998 0.043617
0.084010 18.709265 0.044044
0.075039 18.492502 0.052191
0.055079 17.812302 0.045606
0.098081 19.155999 0.046750
0.112111 19.574905 0.050445
0.019985 15.735463 0.077943
0.056025 17.407125 0.067304
0.112073 19.420313 0.044835
0.035135 17.471865 0.055973
0.069204 18.571114 0.046337
0.047259 17.814103 0.060175
0.072111 18.407408 0.048128
0.068761 18.314534 0.050156
0.030105 16.790000 0.062871
0.067866 18.194913 0.052659
0.031116 16.662947 0.053481
0.032173 17.328424 0.049445
0.862860 24.158770 0.134215
0.537908 23.299018 0.132868
0.779589 24.114394 0.121209
0.356670 22.146363 0.126397
0.441777 22.883410 0.118431
0.498847 23.117212 0.197424
0.640020 23.432097 0.124573
0.431377 23.153763 0.177580
0.645570 23.649186 0.224877
0.741651 23.769533 0.114592
0.544375 23.450401 0.117953
0.031534 16.555579 0.053241
0.026019 16.286942 0.064849
0.023979 15.897598 0.077613
0.024546 16.013191 0.071407
0.036458 17.054335 0.057533
0.030702 16.567804 0.072277
0.014446 14.608193 0.072936
0.015089 14.820216 0.075021
0.016466 14.975811 0.065658
